protein,degree,eigenvector,katz,page rank,betweenness,subgraph,closeness
204,39.0,0.11174191427951408,0.05823146955946258,0.007363712215209656,0.01344657297311983,23943221907.326454,0.48760330578512395
205,22.0,0.042166467521587744,0.0581325295178598,0.003636569141056764,0.002261170530506431,3409940891.8381767,0.43898809523809523
206,19.0,0.04191940865032473,0.05811508338648073,0.0026439515579184916,0.005206596014399093,3368886293.5945406,0.444947209653092
207,21.0,0.04706495557078304,0.05812673839728415,0.0023925637597834817,0.0025360660214719852,4247880248.400579,0.44696969696969696
208,10.0,0.024465985280607096,0.05806273561590235,0.0028545065509413157,0.001502062024172294,1147734989.7948747,0.39176626826029215
209,37.0,0.0824751747112,0.05821980110029612,0.006215465923830517,0.011171776756842378,13049288110.678083,0.4804560260586319
210,19.0,0.03598067443803838,0.05811507813068528,0.003133918265203126,0.0027701187981421438,2485256179.1873384,0.42877906976744184
211,30.0,0.10011892934241376,0.05817916774881716,0.003752584952392617,0.0026706276377939826,19220459652.55003,0.456656346749226
212,33.0,0.0681625013312848,0.05819650327015097,0.0056767473996841246,0.00922984643566434,8918956629.235998,0.4616588419405321
213,19.0,0.02927213118760813,0.05811505307299457,0.0034752187338498598,0.002523603279155667,1643235696.2769694,0.426917510853835
214,15.0,0.027519828764645524,0.058091805334854967,0.0023195730604267445,0.003370040723145503,1452244894.9678106,0.4244604316546763
215,6.0,0.009822473576331906,0.05803946453207737,0.0013225606964254815,0.0008693862702541149,184994362.46218312,0.37389100126742714
216,14.0,0.032447603412060884,0.058086032781779005,0.0018018645348205345,0.0020530807543647765,2018498911.2319756,0.4357459379615953
217,30.0,0.07468752167450862,0.058179091460606895,0.004042709744161831,0.006524068086500991,10694170296.253712,0.47351524879614765
218,39.0,0.08588910027906611,0.05823141538932867,0.00658223386812257,0.012729560934015567,14143716998.966455,0.49331103678929766
219,14.0,0.03330915365383495,0.05808604209192093,0.0019079010831709407,0.0015773609368772538,2127130041.7818487,0.4442771084337349
220,28.0,0.064796803148431,0.05816748407417797,0.004704628557329359,0.004449319823283183,8050657006.6224,0.4697452229299363
221,9.0,0.017960861989766055,0.058056918267857534,0.0014887416341226932,0.0003893890317769468,618508386.690327,0.38969616908850724
222,25.0,0.05015486055397983,0.05814996986009126,0.0029015420455015,0.0072760239369849666,4822694517.97723,0.48360655737704916
223,16.0,0.04337978383385096,0.05809767039277305,0.002412788513362828,0.0021751775679072784,3608274638.6179347,0.4363905325443787
224,25.0,0.053972948586265126,0.05815000827728198,0.006032369354773167,0.002694710846376497,5587269436.516289,0.44832826747720367
225,20.0,0.035310468211110634,0.058120887285524454,0.0030009273482019365,0.0031129607532048398,2391178458.381856,0.43833580980683506
226,27.0,0.06765041412836888,0.05816167841330298,0.0031563019475344695,0.00433800379094072,8774532762.528105,0.472
227,11.0,0.02447215878624825,0.05806857092605299,0.0020130075841839055,0.0012780096911639781,1148148296.157707,0.426917510853835
228,40.0,0.11708382592939315,0.058237296796245064,0.006607814710269002,0.016936952386485595,26285742019.224483,0.49248747913188645
229,32.0,0.09458645129580638,0.05819075000934198,0.006665606932681919,0.010333805705181906,17158187840.951818,0.4660347551342812
230,25.0,0.054409203099721797,0.05814999254005801,0.0045683431031484905,0.004513948093704967,5676101623.670843,0.4580745341614907
